PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,target,dataset
0.9974780216487033,2.0019508207395953,2.1383048807328056,1.3542203570882165,2.3853468683211467,0.9181763760792389,2.286043080897957,-0.10082195268236746,-0.9018958355250797,0.6720771151041433,0.9717995676412294,0,cleveland
3.158943051729592,2.8677083217864148,-0.43063240724094326,-0.5868289227913337,-1.0730420974838482,0.5769210796913873,0.12182032715155866,-0.6829348707354482,1.4405102622794825,-1.7218253991122148,-1.2350373009875446,1,cleveland
3.247863002654982,2.190999164487144,-2.0487527258043623,-0.8184912799428059,0.11756767087030538,1.2039207439539354,0.5062925078300013,-0.18861110602067502,0.3598028103047491,-0.3397447967506976,0.3132661838985524,1,cleveland
-0.6556960538479063,-0.5225125128419114,0.9241176194168239,-2.4339399724752275,2.4258221139708227,0.4284991069548859,1.606107848778605,-0.3829069491315431,0.5567672279436625,1.3218650679985764,-1.329534273995421,0,cleveland
-2.475038444382909,1.7195532750781215,-0.22686624462199856,-0.7227865947264471,-0.7660573153269028,0.07189643739174228,0.12527338854947542,-1.3472911995943853,-0.8761627579405279,1.450933158289312,0.5240028148056227,0,cleveland
-2.1682497540458416,0.36083969068616284,-0.491431804644141,0.24857269435155457,0.17314521312704542,-0.5531928989047048,0.19864539303475673,-0.32820403808139403,1.5971251776221245,0.4341572375061567,0.8487819133766185,0,cleveland
1.5450631755388067,2.9182999810250654,0.7107594022208736,-2.1260236288128165,-0.5486924912412908,2.5393716081613924,1.3276310643300768,-0.26069642841961116,0.1724446683456355,0.8671205746474216,-2.2447816036135007,1,cleveland
-0.9398242723442398,0.5703925671180895,-0.08103842673860923,-1.6727630852423374,-1.4838738998724803,-0.43365427140748314,-2.1264468519248907,0.5365110345427873,0.2559119458781839,0.5695954920076143,0.9144961286048126,0,cleveland
1.362319644899396,1.8873995375970323,-1.43705894782232,0.1765776814329203,0.40417556784411707,0.6627998404343272,0.615266005520034,-0.4007832160273859,-0.5079789370094264,-0.6635401560237144,-0.6219062074335684,1,cleveland
3.0241910293742564,1.093458228387954,0.8420939344037063,-0.33118001479141806,2.7416117870679892,0.34212756627957125,0.19981282455309265,-0.18723217553887733,-1.7558134117345077,1.6601915611336187,0.06044002746689326,1,cleveland
0.18862396602740242,-0.43467236615325777,-0.5346462923050982,0.3640182707559226,0.20074624057888352,-0.7393082858883873,0.43137929669837,0.6192521464956575,-0.2872473697523263,-0.398197752689703,-0.8035013105158691,0,cleveland
-1.1853921983082558,1.8058576684768644,1.34360216363742,-0.6425410850793449,-0.9004960965955431,0.8953635257403085,0.7813155463136772,-0.9796876077491751,-0.9725066590534229,0.2671565350134211,0.3606457106851341,0,cleveland
1.544291086985635,2.0974825933891834,-0.13118420772192585,0.8909447681130954,1.6744836454867558,0.27637192933976445,-0.7023749640710988,0.2658950059533709,-0.8941933093728447,0.028119435840939754,0.9068964038975182,1,cleveland
-2.184336307155716,0.44762417132072196,-1.7488474771750542,0.12149377510713114,0.9683228522722168,-1.4268968881481907,0.5220999713828389,0.7190707307838549,-0.1225920606055325,-0.27027408922964213,1.1300146252336953,0,cleveland
-0.18252604373284292,1.3962352116353987,0.19243280061890267,1.89849263723779,0.9897862702931466,-3.024806403323393,-0.11293998666163053,1.3379332750673263,-0.28566844510503087,0.8993822196993199,-0.13966425617792302,0,cleveland
-1.008490557873129,0.3362541345036507,-0.13440471923002043,0.2575004822977453,-0.3684727135228306,-1.5559775622820549,0.3360215815864966,-0.65378280913456,1.544887544270379,1.0322859122431183,-0.3477405724448939,0,cleveland
-0.7666716231939471,-0.5264855148626796,-0.3536197419626409,-0.6765360187907231,2.162926362700949,0.7901582887634093,2.196094488227442,1.0817450907419721,-0.7833966529506254,-0.2584724795950886,0.37467121483570504,1,cleveland
-0.8217194897236063,0.047618738507104005,-0.4113649658557868,-0.05713855294644086,-0.2975967438037259,-1.2225063485201386,-0.7664356615734078,-0.4095469372861906,1.3023240164878747,0.3541570077533155,-0.6872163609347234,0,cleveland
-2.1228640316741494,0.3202940642570314,0.11078773235826718,-0.5415674935185102,-1.599998123459364,-0.4009896044820753,-0.841880491754859,0.7325799446373803,-0.038203583379919206,0.11332841888964626,0.19720642868554264,0,cleveland
-2.3133127619491143,0.3333286888509449,-0.28294881149329126,0.015051165777893026,0.29525032150535835,-1.0647560525978574,0.13348180810573212,-0.3260844645522446,1.2707980579910676,0.0692118405377729,0.5977409825237754,0,cleveland
0.1559273188162152,0.6359682710610794,0.39486470262069895,-0.1310462068931809,0.39600752143491,1.3955447319524643,1.0405699265655384,-1.8958456088796498,0.4723912110115914,0.20055003508695432,2.6412335014636765,0,cleveland
